"","Year","Pasture","tag","OnDate","OnWeightToUse","OffDate","OffWeightToUse","days","gain","ADG","Mean_Minus2sd","Mean_Plus2sd","outliers","mean","sd","gain.kg","ADG.kg"
"25",2014,"17N","272",2014-05-16,626.82,2014-10-03,970.92,140,344.1,2.45785714285714,1.66621489070713,2.7917461482539,"0",2.22898051948052,0.562765628773385,156.082736097251,1.11487668640894
"26",2014,"17N","280",2014-05-16,667.74,2014-10-03,987.66,140,319.92,2.28514285714286,1.66621489070713,2.7917461482539,"0",2.22898051948052,0.562765628773385,145.114760047174,1.03653400033696
"27",2014,"17N","307",2014-05-16,736.56,2014-10-03,1102.98,140,366.42,2.61728571428571,1.66621489070713,2.7917461482539,"0",2.22898051948052,0.562765628773385,166.207021681938,1.18719301201384
"28",2014,"17N","337",2014-05-16,677.04,2014-10-03,972.78,140,295.74,2.11242857142857,1.66621489070713,2.7917461482539,"0",2.22898051948052,0.562765628773385,134.146783997097,0.958191314264978
"29",2014,"17N","338",2014-05-16,708.66,2014-10-03,1047.18,140,338.52,2.418,1.66621489070713,2.7917461482539,"0",2.22898051948052,0.562765628773385,153.55166470108,1.09679760500771
"30",2014,"17N","380",2014-05-16,693.78,2014-10-03,1023,140,329.22,2.35157142857143,1.66621489070713,2.7917461482539,"0",2.22898051948052,0.562765628773385,149.333212374127,1.06666580267233
"31",2014,"17N","424",2014-05-16,591.48,2014-10-03,931.86,140,340.38,2.43128571428571,1.66621489070713,2.7917461482539,"0",2.22898051948052,0.562765628773385,154.39535516647,1.10282396547479
"32",2014,"17N","434",2014-05-16,686.34,2014-10-03,937.44,140,251.1,1.79357142857143,1.66621489070713,2.7917461482539,"0",2.22898051948052,0.562765628773385,113.898212827724,0.81355866305517
"33",2014,"17N","440",2014-05-16,656.58,2014-10-03,963.48,140,306.9,2.19214285714286,1.66621489070713,2.7917461482539,"0",2.22898051948052,0.562765628773385,139.20892678944,0.99434947706743
"34",2014,"17N","441",2014-05-16,617.52,2014-10-03,987.66,140,370.14,2.64385714285714,1.66621489070713,2.7917461482539,"0",2.22898051948052,0.562765628773385,167.894402612719,1.19924573294799
"35",2014,"17N","471",2014-05-16,615.66,2014-10-03,943.02,140,327.36,2.33828571428571,1.66621489070713,2.7917461482539,"0",2.22898051948052,0.562765628773385,148.489521908736,1.06063944220526
"36",2014,"17N","557",2014-05-16,567.3,2014-10-03,857.46,140,290.16,2.07257142857143,1.66621489070713,2.7917461482539,"0",2.22898051948052,0.562765628773385,131.615712600925,0.940112232863752
"37",2014,"17N","63",2014-05-16,732.84,2014-10-03,952.32,140,219.48,1.56771428571429,1.66621489070713,2.7917461482539,"sd.flag",2.22898051948052,0.562765628773385,99.5554749160845,0.71111053511489
"38",2014,"17N","68",2014-05-16,645.42,2014-10-03,892.8,140,247.38,1.767,1.66621489070713,2.7917461482539,"0",2.22898051948052,0.562765628773385,112.210831896943,0.80150594212102
"39",2014,"17N","850",2014-05-16,604.5,2014-10-03,950.46,140,345.96,2.47114285714286,1.66621489070713,2.7917461482539,"0",2.22898051948052,0.562765628773385,156.926426562642,1.12090304687601
"40",2014,"17N","91",2014-05-16,654.72,2014-10-03,948.6,140,293.88,2.09914285714286,1.66621489070713,2.7917461482539,"0",2.22898051948052,0.562765628773385,133.303093531706,0.952164953797903
"41",2014,"17N","916",2014-05-16,537.54,2014-10-03,801.66,140,264.12,1.88657142857143,1.66621489070713,2.7917461482539,"0",2.22898051948052,0.562765628773385,119.804046085458,0.855743186324698
"42",2014,"17N","922",2014-05-16,582.18,2014-10-03,900.24,140,318.06,2.27185714285714,1.66621489070713,2.7917461482539,"0",2.22898051948052,0.562765628773385,144.271069581784,1.03050763986988
"43",2014,"19N","111",2014-05-16,680.76,2014-10-03,1034.16,140,353.4,2.52428571428571,1.17650841692165,2.70956301164978,"0",1.94303571428571,0.766527297364066,160.301188424204,1.14500848874431
"44",2014,"19N","232",2014-05-16,673.32,2014-10-03,952.32,140,279,1.99285714285714,1.17650841692165,2.70956301164978,"0",1.94303571428571,0.766527297364066,126.553569808582,0.9039540700613
"45",2014,"19N","236",2014-05-16,736.56,2014-10-03,1013.7,140,277.14,1.97957142857143,1.17650841692165,2.70956301164978,"0",1.94303571428571,0.766527297364066,125.709879343192,0.897927709594225
"46",2014,"19N","241",2014-05-16,654.72,2014-10-03,965.34,140,310.62,2.21871428571429,1.17650841692165,2.70956301164978,"0",1.94303571428571,0.766527297364066,140.896307720221,1.00640219800158
"47",2014,"19N","259",2014-05-16,602.64,2014-10-03,926.28,140,323.64,2.31171428571429,1.17650841692165,2.70956301164978,"0",1.94303571428571,0.766527297364066,146.802140977955,1.04858672127111
"48",2014,"19N","31",2014-05-16,543.12,2014-10-03,870.48,140,327.36,2.33828571428571,1.17650841692165,2.70956301164978,"0",1.94303571428571,0.766527297364066,148.489521908736,1.06063944220526
"49",2014,"19N","327",2014-05-16,645.42,2014-10-03,928.14,140,282.72,2.01942857142857,1.17650841692165,2.70956301164978,"0",1.94303571428571,0.766527297364066,128.240950739363,0.916006790995451
"50",2014,"19N","330",2014-05-16,595.2,2014-10-03,874.2,140,279,1.99285714285714,1.17650841692165,2.70956301164978,"0",1.94303571428571,0.766527297364066,126.553569808582,0.9039540700613
"51",2014,"19N","388",2014-05-16,617.52,2014-10-03,868.62,140,251.1,1.79357142857143,1.17650841692165,2.70956301164978,"0",1.94303571428571,0.766527297364066,113.898212827724,0.81355866305517
"52",2014,"19N","415",2014-05-16,574.74,2014-10-03,816.54,140,241.8,1.72714285714286,1.17650841692165,2.70956301164978,"0",1.94303571428571,0.766527297364066,109.679760500771,0.783426860719794
"53",2014,"19N","43",2014-05-16,624.96,2014-10-03,961.62,140,336.66,2.40471428571429,1.17650841692165,2.70956301164978,"0",1.94303571428571,0.766527297364066,152.707974235689,1.09077124454064
"54",2014,"19N","475",2014-05-16,559.86,2014-10-03,853.74,140,293.88,2.09914285714286,1.17650841692165,2.70956301164978,"0",1.94303571428571,0.766527297364066,133.303093531706,0.952164953797903
"55",2014,"19N","492",2014-05-16,704.94,2014-10-03,950.46,140,245.52,1.75371428571429,1.17650841692165,2.70956301164978,"0",1.94303571428571,0.766527297364066,111.367141431552,0.795479581653944
"56",2014,"19N","7",2014-05-16,585.9,2014-10-03,829.56,140,243.66,1.74042857142857,1.17650841692165,2.70956301164978,"0",1.94303571428571,0.766527297364066,110.523450966162,0.789453221186869
"57",2014,"19N","804",2014-05-16,682.62,2014-10-03,855.6,140,172.98,1.23557142857143,1.17650841692165,2.70956301164978,"0",1.94303571428571,0.766527297364066,78.4632132813209,0.560451523438006
"58",2014,"19N","809",2014-05-16,664.02,2014-10-03,889.08,140,225.06,1.60757142857143,1.17650841692165,2.70956301164978,"0",1.94303571428571,0.766527297364066,102.086546312256,0.729189616516116
"59",2014,"19N","821",2014-05-16,656.58,2014-10-03,861.18,140,204.6,1.46142857142857,1.17650841692165,2.70956301164978,"0",1.94303571428571,0.766527297364066,92.8059511929602,0.662899651378287
"60",2014,"19N","833",2014-05-16,634.26,2014-10-03,898.38,140,264.12,1.88657142857143,1.17650841692165,2.70956301164978,"0",1.94303571428571,0.766527297364066,119.804046085458,0.855743186324698
"61",2014,"19N","836",2014-05-16,693.78,2014-10-03,863.04,140,169.26,1.209,1.17650841692165,2.70956301164978,"0",1.94303571428571,0.766527297364066,76.7758323505398,0.548398802503856
"62",2014,"19N","847",2014-05-16,611.94,2014-10-03,870.48,140,258.54,1.84671428571429,1.17650841692165,2.70956301164978,"0",1.94303571428571,0.766527297364066,117.272974689286,0.837664104923472
"63",2014,"19N","852",2014-05-16,723.54,2014-10-03,957.9,140,234.36,1.674,1.17650841692165,2.70956301164978,"0",1.94303571428571,0.766527297364066,106.304998639209,0.759321418851492
"64",2014,"19N","87",2014-05-16,675.18,2014-10-03,1050.9,140,375.72,2.68371428571429,1.17650841692165,2.70956301164978,"0",1.94303571428571,0.766527297364066,170.425474008891,1.21732481434922
"65",2014,"19N","902",2014-05-16,541.26,2014-10-03,783.06,140,241.8,1.72714285714286,1.17650841692165,2.70956301164978,"0",1.94303571428571,0.766527297364066,109.679760500771,0.783426860719794
"66",2014,"19N","958",2014-05-16,598.92,2014-10-03,935.58,140,336.66,2.40471428571429,1.17650841692165,2.70956301164978,"0",1.94303571428571,0.766527297364066,152.707974235689,1.09077124454064
"67",2014,"20SE","10",2014-05-16,667.74,2014-10-03,1006.26,140,338.52,2.418,1.49258222912995,2.89774244619472,"0",2.19516233766234,0.702580108532387,153.55166470108,1.09679760500771
"68",2014,"20SE","129",2014-05-16,686.34,2014-10-03,898.38,140,212.04,1.51457142857143,1.49258222912995,2.89774244619472,"0",2.19516233766234,0.702580108532387,96.1807130545223,0.687005093246588
"69",2014,"20SE","235",2014-05-16,725.4,2014-10-03,1093.68,140,368.28,2.63057142857143,1.49258222912995,2.89774244619472,"0",2.19516233766234,0.702580108532387,167.050712147328,1.19321937248092
"70",2014,"20SE","260",2014-05-16,606.36,2014-10-03,928.14,140,321.78,2.29842857142857,1.49258222912995,2.89774244619472,"0",2.19516233766234,0.702580108532387,145.958450512565,1.04256036080403
"71",2014,"20SE","276",2014-05-16,740.28,2014-10-03,989.52,140,249.24,1.78028571428571,1.49258222912995,2.89774244619472,"0",2.19516233766234,0.702580108532387,113.054522362333,0.807532302588095
"72",2014,"20SE","301",2014-05-16,576.6,2014-10-03,877.92,140,301.32,2.15228571428571,1.49258222912995,2.89774244619472,"0",2.19516233766234,0.702580108532387,136.677855393269,0.976270395666205
"73",2014,"20SE","303",2014-05-16,565.44,2014-10-03,905.82,140,340.38,2.43128571428571,1.49258222912995,2.89774244619472,"0",2.19516233766234,0.702580108532387,154.39535516647,1.10282396547479
"74",2014,"20SE","311",2014-05-16,703.08,2014-10-03,1030.44,140,327.36,2.33828571428571,1.49258222912995,2.89774244619472,"0",2.19516233766234,0.702580108532387,148.489521908736,1.06063944220526
"75",2014,"20SE","334",2014-05-16,652.86,2014-10-03,933.72,140,280.86,2.00614285714286,1.49258222912995,2.89774244619472,"0",2.19516233766234,0.702580108532387,127.397260273973,0.909980430528376
"76",2014,"20SE","481",2014-05-16,675.18,2014-10-03,995.1,140,319.92,2.28514285714286,1.49258222912995,2.89774244619472,"0",2.19516233766234,0.702580108532387,145.114760047174,1.03653400033696
"77",2014,"20SE","5",2014-05-16,637.98,2014-10-03,991.38,140,353.4,2.52428571428571,1.49258222912995,2.89774244619472,"0",2.19516233766234,0.702580108532387,160.301188424204,1.14500848874431
"78",2014,"20SE","502",2014-05-16,591.48,2014-10-03,930,140,338.52,2.418,1.49258222912995,2.89774244619472,"0",2.19516233766234,0.702580108532387,153.55166470108,1.09679760500771
"79",2014,"20SE","507",2014-05-16,621.24,2014-10-03,944.88,140,323.64,2.31171428571429,1.49258222912995,2.89774244619472,"0",2.19516233766234,0.702580108532387,146.802140977955,1.04858672127111
"80",2014,"20SE","53",2014-05-16,526.38,2014-10-03,851.88,140,325.5,2.325,1.49258222912995,2.89774244619472,"0",2.19516233766234,0.702580108532387,147.645831443346,1.05461308173818
"81",2014,"20SE","539",2014-05-16,624.96,2014-10-03,987.66,140,362.7,2.59071428571429,1.49258222912995,2.89774244619472,"0",2.19516233766234,0.702580108532387,164.519640751157,1.17514029107969
"82",2014,"20SE","76",2014-05-16,712.38,2014-10-03,1102.98,140,390.6,2.79,1.49258222912995,2.89774244619472,"0",2.19516233766234,0.702580108532387,177.174997732015,1.26553569808582
"83",2014,"20SE","808",2014-05-16,591.48,2014-10-03,877.92,140,286.44,2.046,1.49258222912995,2.89774244619472,"0",2.19516233766234,0.702580108532387,129.928331670144,0.928059511929602
"84",2014,"20SE","813",2014-05-16,645.42,2014-10-03,907.68,140,262.26,1.87328571428571,1.49258222912995,2.89774244619472,"0",2.19516233766234,0.702580108532387,118.960355620067,0.849716825857622
"85",2014,"20SE","840",2014-05-16,608.22,2014-10-03,850.02,140,241.8,1.72714285714286,1.49258222912995,2.89774244619472,"0",2.19516233766234,0.702580108532387,109.679760500771,0.783426860719794
"86",2014,"20SE","855",2014-05-16,671.46,2014-10-03,922.56,140,251.1,1.79357142857143,1.49258222912995,2.89774244619472,"0",2.19516233766234,0.702580108532387,113.898212827724,0.81355866305517
"87",2014,"20SE","858",2014-05-16,654.72,2014-10-03,881.64,140,226.92,1.62085714285714,1.49258222912995,2.89774244619472,"0",2.19516233766234,0.702580108532387,102.930236777647,0.735215976983191
"88",2014,"20SE","933",2014-05-16,546.84,2014-10-03,885.36,140,338.52,2.418,1.49258222912995,2.89774244619472,"0",2.19516233766234,0.702580108532387,153.55166470108,1.09679760500771
"89",2014,"24W","162",2014-05-16,703.08,2014-10-03,1052.76,140,349.68,2.49771428571429,1.5634104751525,2.82087523913321,"0",2.19214285714286,0.628732381990355,158.613807493423,1.13295576781016
"90",2014,"24W","357",2014-05-16,621.24,2014-10-03,956.04,140,334.8,2.39142857142857,1.5634104751525,2.82087523913321,"0",2.19214285714286,0.628732381990355,151.864283770298,1.08474488407356
"91",2014,"24W","365",2014-05-16,675.18,2014-10-03,957.9,140,282.72,2.01942857142857,1.5634104751525,2.82087523913321,"0",2.19214285714286,0.628732381990355,128.240950739363,0.916006790995451
"92",2014,"24W","394",2014-05-16,680.76,2014-10-03,1043.46,140,362.7,2.59071428571429,1.5634104751525,2.82087523913321,"0",2.19214285714286,0.628732381990355,164.519640751157,1.17514029107969
"93",2014,"24W","423",2014-05-16,628.68,2014-10-03,1008.12,140,379.44,2.71028571428571,1.5634104751525,2.82087523913321,"0",2.19214285714286,0.628732381990355,172.112854939672,1.22937753528337
"94",2014,"24W","427",2014-05-16,664.02,2014-10-03,956.04,140,292.02,2.08585714285714,1.5634104751525,2.82087523913321,"0",2.19214285714286,0.628732381990355,132.459403066316,0.946138593330828
"95",2014,"24W","444",2014-05-16,552.42,2014-10-03,794.22,140,241.8,1.72714285714286,1.5634104751525,2.82087523913321,"0",2.19214285714286,0.628732381990355,109.679760500771,0.783426860719794
"96",2014,"24W","446",2014-05-16,582.18,2014-10-03,894.66,140,312.48,2.232,1.5634104751525,2.82087523913321,"0",2.19214285714286,0.628732381990355,141.739998185612,1.01242855846866
"97",2014,"24W","453",2014-05-16,604.5,2014-10-03,944.88,140,340.38,2.43128571428571,1.5634104751525,2.82087523913321,"0",2.19214285714286,0.628732381990355,154.39535516647,1.10282396547479
"98",2014,"24W","461",2014-05-16,665.88,2014-10-03,965.34,140,299.46,2.139,1.5634104751525,2.82087523913321,"0",2.19214285714286,0.628732381990355,135.834164927878,0.970244035199129
"99",2014,"24W","485",2014-05-16,617.52,2014-10-03,950.46,140,332.94,2.37814285714286,1.5634104751525,2.82087523913321,"0",2.19214285714286,0.628732381990355,151.020593304908,1.07871852360649
"100",2014,"24W","489",2014-05-16,645.42,2014-10-03,948.6,140,303.18,2.16557142857143,1.5634104751525,2.82087523913321,"0",2.19214285714286,0.628732381990355,137.521545858659,0.982296756133279
"101",2014,"24W","538",2014-05-16,589.62,2014-10-03,786.78,140,197.16,1.40828571428571,1.5634104751525,2.82087523913321,"sd.flag",2.19214285714286,0.628732381990355,89.431189331398,0.638794209509986
"102",2014,"24W","57",2014-05-16,753.3,2014-10-03,1102.98,140,349.68,2.49771428571429,1.5634104751525,2.82087523913321,"0",2.19214285714286,0.628732381990355,158.613807493423,1.13295576781016
"103",2014,"24W","58",2014-05-16,721.68,2014-10-03,1023,140,301.32,2.15228571428571,1.5634104751525,2.82087523913321,"0",2.19214285714286,0.628732381990355,136.677855393269,0.976270395666204
"104",2014,"24W","677",2014-05-16,563.58,2014-10-03,885.36,140,321.78,2.29842857142857,1.5634104751525,2.82087523913321,"0",2.19214285714286,0.628732381990355,145.958450512565,1.04256036080403
"105",2014,"24W","690",2014-05-16,637.98,2014-10-03,918.84,140,280.86,2.00614285714286,1.5634104751525,2.82087523913321,"0",2.19214285714286,0.628732381990355,127.397260273973,0.909980430528376
"106",2014,"24W","700",2014-05-16,654.72,2014-10-03,931.86,140,277.14,1.97957142857143,1.5634104751525,2.82087523913321,"0",2.19214285714286,0.628732381990355,125.709879343192,0.897927709594225
"107",2014,"24W","971",2014-05-16,517.08,2014-10-03,788.64,140,271.56,1.93971428571429,1.5634104751525,2.82087523913321,"0",2.19214285714286,0.628732381990355,123.17880794702,0.879848628192999
"108",2014,"25SE","137",2014-05-16,673.32,2014-10-03,1024.86,140,351.54,2.511,1.71004139205164,2.65697289366265,"0",2.18350714285714,0.473465750805506,159.457497958813,1.13898212827724
"109",2014,"25SE","156",2014-05-16,755.16,2014-10-03,1101.12,140,345.96,2.47114285714286,1.71004139205164,2.65697289366265,"0",2.18350714285714,0.473465750805506,156.926426562642,1.12090304687601
"110",2014,"25SE","346",2014-05-16,643.56,2014-10-03,952.32,140,308.76,2.20542857142857,1.71004139205164,2.65697289366265,"0",2.18350714285714,0.473465750805506,140.052617254831,1.00037583753451
"111",2014,"25SE","374",2014-05-16,664.02,2014-10-03,943.02,140,279,1.99285714285714,1.71004139205164,2.65697289366265,"0",2.18350714285714,0.473465750805506,126.553569808582,0.903954070061301
"112",2014,"25SE","385",2014-05-16,621.24,2014-10-03,911.4,140,290.16,2.07257142857143,1.71004139205164,2.65697289366265,"0",2.18350714285714,0.473465750805506,131.615712600925,0.940112232863753
"113",2014,"25SE","390",2014-05-16,615.66,2014-10-03,913.26,140,297.6,2.12571428571429,1.71004139205164,2.65697289366265,"0",2.18350714285714,0.473465750805506,134.990474462488,0.964217674732054
"114",2014,"25SE","395",2014-05-16,714.24,2014-10-03,1067.64,140,353.4,2.52428571428571,1.71004139205164,2.65697289366265,"0",2.18350714285714,0.473465750805506,160.301188424204,1.14500848874431
"115",2014,"25SE","399",2014-05-16,703.08,2014-10-03,1004.4,140,301.32,2.15228571428571,1.71004139205164,2.65697289366265,"0",2.18350714285714,0.473465750805506,136.677855393269,0.976270395666205
"116",2014,"25SE","541",2014-05-16,628.68,2014-10-03,931.86,140,303.18,2.16557142857143,1.71004139205164,2.65697289366265,"0",2.18350714285714,0.473465750805506,137.521545858659,0.982296756133279
"117",2014,"25SE","609",2014-05-16,591.48,2014-10-03,922.56,140,331.08,2.36485714285714,1.71004139205164,2.65697289366265,"0",2.18350714285714,0.473465750805506,150.176902839517,1.07269216313941
"118",2014,"25SE","638",2014-05-16,654.72,2014-10-03,926.28,140,271.56,1.93971428571429,1.71004139205164,2.65697289366265,"0",2.18350714285714,0.473465750805506,123.17880794702,0.879848628192999
"119",2014,"25SE","641",2014-05-16,606.36,2014-10-03,930,140,323.64,2.31171428571429,1.71004139205164,2.65697289366265,"0",2.18350714285714,0.473465750805506,146.802140977955,1.04858672127111
"120",2014,"25SE","646",2014-05-16,636.12,2014-10-03,855.6,140,219.48,1.56771428571429,1.71004139205164,2.65697289366265,"sd.flag",2.18350714285714,0.473465750805506,99.5554749160845,0.71111053511489
"121",2014,"25SE","667",2014-05-16,686.34,2014-10-03,957.9,140,271.56,1.93971428571429,1.71004139205164,2.65697289366265,"0",2.18350714285714,0.473465750805506,123.17880794702,0.879848628192999
"122",2014,"25SE","689",2014-05-16,552.42,2014-10-03,831.42,140,279,1.99285714285714,1.71004139205164,2.65697289366265,"0",2.18350714285714,0.473465750805506,126.553569808582,0.9039540700613
"123",2014,"25SE","710",2014-05-16,675.18,2014-10-03,1002.54,140,327.36,2.33828571428571,1.71004139205164,2.65697289366265,"0",2.18350714285714,0.473465750805506,148.489521908736,1.06063944220526
"124",2014,"25SE","712",2014-05-16,526.38,2014-10-03,868.62,140,342.24,2.44457142857143,1.71004139205164,2.65697289366265,"0",2.18350714285714,0.473465750805506,155.239045631861,1.10885032594186
"125",2014,"25SE","901",2014-05-16,567.3,2014-10-03,870.48,140,303.18,2.16557142857143,1.71004139205164,2.65697289366265,"0",2.18350714285714,0.473465750805506,137.521545858659,0.982296756133279
"126",2014,"25SE","924",2014-05-16,589.62,2014-10-03,879.78,140,290.16,2.07257142857143,1.71004139205164,2.65697289366265,"0",2.18350714285714,0.473465750805506,131.615712600925,0.940112232863753
"127",2014,"25SE","943",2014-05-16,531.96,2014-10-03,855.6,140,323.64,2.31171428571429,1.71004139205164,2.65697289366265,"0",2.18350714285714,0.473465750805506,146.802140977955,1.04858672127111
"128",2014,"26E","176",2014-05-16,690.06,2014-10-03,903.96,140,213.9,1.52785714285714,1.4505644538441,2.6321355461559,"0",2.04135,0.590785546155899,97.0244035199129,0.693031453713664
"129",2014,"26E","214",2014-05-16,719.82,2014-10-03,1030.44,140,310.62,2.21871428571429,1.4505644538441,2.6321355461559,"0",2.04135,0.590785546155899,140.896307720221,1.00640219800158
"130",2014,"26E","222",2014-05-16,647.28,2014-10-03,991.38,140,344.1,2.45785714285714,1.4505644538441,2.6321355461559,"0",2.04135,0.590785546155899,156.082736097251,1.11487668640894
"131",2014,"26E","348",2014-05-16,589.62,2014-10-03,889.08,140,299.46,2.139,1.4505644538441,2.6321355461559,"0",2.04135,0.590785546155899,135.834164927878,0.970244035199129
"132",2014,"26E","349",2014-05-16,658.44,2014-10-03,924.42,140,265.98,1.89985714285714,1.4505644538441,2.6321355461559,"0",2.04135,0.590785546155899,120.647736550848,0.861769546791773
"133",2014,"26E","356",2014-05-16,597.06,2014-10-03,930,140,332.94,2.37814285714286,1.4505644538441,2.6321355461559,"0",2.04135,0.590785546155899,151.020593304908,1.07871852360648
"134",2014,"26E","382",2014-05-16,619.38,2014-10-03,889.08,140,269.7,1.92642857142857,1.4505644538441,2.6321355461559,"0",2.04135,0.590785546155899,122.335117481629,0.873822267725924
"135",2014,"26E","401",2014-05-16,656.58,2014-10-03,870.48,140,213.9,1.52785714285714,1.4505644538441,2.6321355461559,"0",2.04135,0.590785546155899,97.0244035199129,0.693031453713664
"136",2014,"26E","421",2014-05-16,671.46,2014-10-03,1024.86,140,353.4,2.52428571428571,1.4505644538441,2.6321355461559,"0",2.04135,0.590785546155899,160.301188424204,1.14500848874431
"137",2014,"26E","528",2014-05-16,522.66,2014-10-03,822.12,140,299.46,2.139,1.4505644538441,2.6321355461559,"0",2.04135,0.590785546155899,135.834164927878,0.970244035199129
"138",2014,"26E","558",2014-05-16,755.16,2014-10-03,1114.14,140,358.98,2.56414285714286,1.4505644538441,2.6321355461559,"0",2.04135,0.590785546155899,162.832259820376,1.16308757014554
"139",2014,"26E","604",2014-05-16,628.68,2014-10-03,913.26,140,284.58,2.03271428571429,1.4505644538441,2.6321355461559,"0",2.04135,0.590785546155899,129.084641204754,0.922033151462526
"140",2014,"26E","623",2014-05-16,584.04,2014-10-03,848.16,140,264.12,1.88657142857143,1.4505644538441,2.6321355461559,"0",2.04135,0.590785546155899,119.804046085458,0.855743186324698
"141",2014,"26E","624",2014-05-16,610.08,2014-10-03,896.52,140,286.44,2.046,1.4505644538441,2.6321355461559,"0",2.04135,0.590785546155899,129.928331670144,0.928059511929602
"142",2014,"26E","627",2014-05-16,637.98,2014-10-03,889.08,140,251.1,1.79357142857143,1.4505644538441,2.6321355461559,"0",2.04135,0.590785546155899,113.898212827724,0.81355866305517
