"","Year","Pasture","tag","OnDate","OnWeightToUse","OffDate","OffWeightToUse","days","gain","ADG","Mean_Minus2sd","Mean_Plus2sd","outliers","mean","sd","gain.kg","ADG.kg"
"367",2014,"CARM","694",2014-05-16,695.64,2014-10-03,909.54,140,213.9,1.52785714285714,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,97.024403519913,0.693031453713664
"368",2014,"CARM","696",2014-05-16,571.02,2014-10-03,844.44,140,273.42,1.953,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,124.02249841241,0.885874988660075
"369",2014,"CARM","697",2014-05-16,598.92,2014-10-03,781.2,140,182.28,1.302,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,82.6816656082736,0.590583325773383
"370",2014,"CARM","699",2014-05-16,597.06,2014-10-03,855.6,140,258.54,1.84671428571429,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,117.272974689286,0.837664104923472
"371",2014,"CARM","70",2014-05-16,619.38,2014-10-03,807.24,140,187.86,1.34185714285714,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,85.2127370044453,0.608662407174609
"372",2014,"CARM","707",2014-05-16,639.84,2014-10-03,889.08,140,249.24,1.78028571428571,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,113.054522362333,0.807532302588095
"373",2014,"CARM","709",2014-05-16,606.36,2014-10-03,848.16,140,241.8,1.72714285714286,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,109.679760500771,0.783426860719794
"374",2014,"CARM","715",2014-05-16,552.42,2014-10-03,827.7,140,275.28,1.96628571428571,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,124.866188877801,0.89190134912715
"375",2014,"CARM","717",2014-05-16,701.22,2014-10-03,922.56,140,221.34,1.581,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,100.399165381475,0.717136895581965
"376",2014,"CARM","720",2014-05-16,662.16,2014-10-03,889.08,140,226.92,1.62085714285714,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,102.930236777647,0.735215976983191
"377",2014,"CARM","73",2014-05-16,571.02,2014-10-03,803.52,140,232.5,1.66071428571429,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,105.461308173818,0.753295058384417
"378",2014,"CARM","78",2014-05-16,671.46,2014-10-03,903.96,140,232.5,1.66071428571429,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,105.461308173818,0.753295058384417
"379",2014,"CARM","800",2014-05-16,693.78,2014-10-03,812.82,140,119.04,0.850285714285714,1.06353027249654,2.41534022149545,"sd.flag",1.73943524699599,0.675904974499458,53.996189784995,0.385687069892821
"380",2014,"CARM","801",2014-05-16,617.52,2014-10-03,840.72,140,223.2,1.59428571428571,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,101.242855846866,0.72316325604904
"381",2014,"CARM","802",2014-05-16,677.04,2014-10-03,807.24,140,130.2,0.929999999999999,1.06353027249654,2.41534022149545,"sd.flag",1.73943524699599,0.675904974499458,59.0583325773383,0.421845232695273
"382",2014,"CARM","803",2014-05-16,678.9,2014-10-03,857.46,140,178.56,1.27542857142857,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,80.9942846774925,0.578530604839232
"383",2014,"CARM","805",2014-05-16,673.32,2014-10-03,838.86,140,165.54,1.18242857142857,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,75.0884514197587,0.536346081569705
"384",2014,"CARM","806",2014-05-16,656.58,2014-10-03,818.4,140,161.82,1.15585714285714,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,73.4010704889776,0.524293360635554
"385",2014,"CARM","807",2014-05-16,686.34,2014-10-03,855.6,140,169.26,1.209,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,76.7758323505398,0.548398802503856
"386",2014,"CARM","810",2014-05-16,608.22,2014-10-03,691.92,140,83.7,0.597857142857143,1.06353027249654,2.41534022149545,"sd.flag",1.73943524699599,0.675904974499458,37.9660709425746,0.27118622101839
"387",2014,"CARM","817",2014-05-16,593.34,2014-10-03,812.82,140,219.48,1.56771428571429,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,99.5554749160845,0.71111053511489
"388",2014,"CARM","823",2014-05-16,634.26,2014-10-03,861.18,140,226.92,1.62085714285714,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,102.930236777647,0.735215976983191
"389",2014,"CARM","826",2014-05-16,652.86,2014-10-03,801.66,140,148.8,1.06285714285714,1.06353027249654,2.41534022149545,"sd.flag",1.73943524699599,0.675904974499458,67.4952372312438,0.482108837366027
"390",2014,"CARM","83",2014-05-16,755.16,2014-10-03,939.3,140,184.14,1.31528571428571,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,83.5253560736641,0.596609686240458
"391",2014,"CARM","831",2014-05-16,701.22,2014-10-03,838.86,140,137.64,0.983142857142857,1.06353027249654,2.41534022149545,"sd.flag",1.73943524699599,0.675904974499458,62.4330944389005,0.445950674563575
"392",2014,"CARM","835",2014-05-16,632.4,2014-10-03,848.16,140,215.76,1.54114285714286,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,97.8680939853035,0.699057814180739
"393",2014,"CARM","839",2014-05-16,624.96,2014-10-03,781.2,140,156.24,1.116,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,70.869999092806,0.506214279234328
"394",2014,"CARM","844",2014-05-16,721.68,2014-10-03,877.92,140,156.24,1.116,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,70.869999092806,0.506214279234328
"395",2014,"CARM","845",2014-05-16,654.72,2014-10-03,812.82,140,158.1,1.12928571428571,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,71.7136895581965,0.512240639701404
"396",2014,"CARM","85",2014-05-16,643.56,2014-10-03,922.56,140,279,1.99285714285714,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,126.553569808582,0.9039540700613
"397",2014,"CARM","851",2014-05-16,606.36,2014-10-03,857.46,140,251.1,1.79357142857143,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,113.898212827724,0.81355866305517
"398",2014,"CARM","853",2014-05-16,617.52,2014-10-03,803.52,140,186,1.32857142857143,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,84.3690465390548,0.602636046707534
"399",2014,"CARM","857",2014-05-16,703.08,2014-10-03,794.22,140,91.14,0.651,1.06353027249654,2.41534022149545,"sd.flag",1.73943524699599,0.675904974499458,41.3408328041368,0.295291662886691
"400",2014,"CARM","859",2014-05-16,717.96,2014-10-03,889.08,140,171.12,1.22228571428571,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,77.6195228159303,0.554425162970931
"401",2014,"CARM","860",2014-05-16,693.78,2014-10-03,900.24,140,206.46,1.47471428571429,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,93.6496416583507,0.668926011845362
"402",2014,"CARM","88",2014-05-16,591.48,2014-10-03,876.06,140,284.58,2.03271428571429,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,129.084641204754,0.922033151462526
"403",2014,"CARM","903",2014-05-16,543.12,2014-10-03,704.94,140,161.82,1.15585714285714,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,73.4010704889776,0.524293360635554
"404",2014,"CARM","909",2014-05-16,533.82,2014-10-03,736.56,140,202.74,1.44814285714286,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,91.9622607275696,0.656873290911212
"405",2014,"CARM","912",2014-05-16,580.32,2014-10-03,766.32,140,186,1.32857142857143,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,84.3690465390547,0.602636046707534
"406",2014,"CARM","919",2014-05-16,528.24,2014-10-03,721.68,140,193.44,1.38171428571429,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,87.7438084006169,0.626741488575835
"407",2014,"CARM","92",2014-05-16,608.22,2014-10-03,810.96,140,202.74,1.44814285714286,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,91.9622607275696,0.656873290911212
"408",2014,"CARM","923",2014-05-16,539.4,2014-10-03,770.04,140,230.64,1.64742857142857,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,104.617617708428,0.747268697917342
"409",2014,"CARM","925",2014-05-16,613.8,2014-10-03,796.08,140,182.28,1.302,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,82.6816656082736,0.590583325773383
"410",2014,"CARM","926",2014-05-16,546.84,2014-10-03,797.94,140,251.1,1.79357142857143,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,113.898212827724,0.81355866305517
"411",2014,"CARM","928",2014-05-16,565.44,2014-10-03,861.18,140,295.74,2.11242857142857,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,134.146783997097,0.958191314264978
"412",2014,"CARM","932",2014-05-16,520.8,2014-10-03,757.02,140,236.22,1.68728571428571,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,107.148689104599,0.765347779318568
"413",2014,"CARM","939",2014-05-16,580.32,2014-10-03,850.02,140,269.7,1.92642857142857,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,122.335117481629,0.873822267725924
"414",2014,"CARM","940",2014-05-16,572.88,2014-10-03,837,140,264.12,1.88657142857143,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,119.804046085458,0.855743186324698
"415",2014,"CARM","941",2014-05-16,561.72,2014-10-03,734.7,140,172.98,1.23557142857143,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,78.4632132813209,0.560451523438006
"416",2014,"CARM","942",2014-05-16,544.98,2014-10-03,766.32,140,221.34,1.581,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,100.399165381475,0.717136895581965
"417",2014,"CARM","944",2014-05-16,578.46,2014-10-03,768.18,140,189.72,1.35514285714286,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,86.0564274698358,0.614688767641684
"418",2014,"CARM","95",2014-05-16,632.4,2014-10-03,913.26,140,280.86,2.00614285714286,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,127.397260273973,0.909980430528376
"419",2014,"CARM","950",2014-05-16,604.5,2014-10-03,810.96,140,206.46,1.47471428571429,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,93.6496416583507,0.668926011845362
"420",2014,"CARM","951",2014-05-16,533.82,2014-10-03,794.22,140,260.4,1.86,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,118.116665154677,0.843690465390547
"421",2014,"CARM","953",2014-05-16,546.84,2014-10-03,786.78,140,239.94,1.71385714285714,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,108.836070035381,0.777400500252718
"422",2014,"CARM","956",2014-05-16,517.08,2014-10-03,717.96,140,200.88,1.43485714285714,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,91.1185702621791,0.650846930444136
"423",2014,"CARM","959",2014-05-16,541.26,2014-10-03,730.98,140,189.72,1.35514285714286,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,86.0564274698358,0.614688767641684
"424",2014,"CARM","97",2014-05-16,610.08,2014-10-03,876.06,140,265.98,1.89985714285714,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,120.647736550848,0.861769546791773
"425",2014,"CARM","970",2014-05-16,559.86,2014-10-03,809.1,140,249.24,1.78028571428571,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,113.054522362333,0.807532302588095
"426",2014,"CARM","972",2014-05-16,550.56,2014-10-03,810.96,140,260.4,1.86,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,118.116665154677,0.843690465390547
"427",2014,"CARM","98",2014-05-16,697.5,2014-10-03,909.54,140,212.04,1.51457142857143,1.06353027249654,2.41534022149545,"0",1.73943524699599,0.675904974499458,96.1807130545224,0.687005093246589
"428",2015,"15E","1024",2015-05-15,667.74,2015-10-03,995.1,141,327.36,2.32170212765957,1.7490598183369,2.83655315025479,"0",2.29280648429585,0.543746665958945,148.489521908736,1.0531171766577
"429",2015,"15E","1037",2015-05-15,645.42,2015-10-03,1050.9,141,405.48,2.87574468085106,1.7490598183369,2.83655315025479,"sd.flag",2.29280648429585,0.543746665958945,183.924521455139,1.30442923017829
"430",2015,"15E","1052",2015-05-15,624.96,2015-10-03,982.08,141,357.12,2.53276595744681,1.7490598183369,2.83655315025479,"0",2.29280648429585,0.543746665958945,161.988569354985,1.1488551018084
"431",2015,"15E","153",2015-05-15,582.18,2015-10-03,870.48,141,288.3,2.04468085106383,1.7490598183369,2.83655315025479,"0",2.29280648429585,0.543746665958945,130.772022135535,0.92746114989741
"432",2015,"15E","155",2015-05-15,682.62,2015-10-03,989.52,141,306.9,2.17659574468085,1.7490598183369,2.83655315025479,"0",2.29280648429585,0.543746665958945,139.20892678944,0.987297353116598
"433",2015,"15E","162",2015-05-15,587.76,2015-10-03,883.5,141,295.74,2.09744680851064,1.7490598183369,2.83655315025479,"0",2.29280648429585,0.543746665958945,134.146783997097,0.951395631185085
"434",2015,"15E","168",2015-05-15,712.38,2015-10-03,993.24,141,280.86,1.99191489361702,1.7490598183369,2.83655315025479,"0",2.29280648429585,0.543746665958945,127.397260273973,0.903526668609735
"435",2015,"15E","197",2015-05-15,563.58,2015-10-03,892.8,141,329.22,2.33489361702128,1.7490598183369,2.83655315025479,"0",2.29280648429585,0.543746665958945,149.333212374127,1.05910079697962
"436",2015,"15E","202",2015-05-15,658.44,2015-10-03,920.7,141,262.26,1.86,1.7490598183369,2.83655315025479,"0",2.29280648429585,0.543746665958945,118.960355620067,0.843690465390547
"437",2015,"15E","217",2015-05-15,624.96,2015-10-03,954.18,141,329.22,2.33489361702128,1.7490598183369,2.83655315025479,"0",2.29280648429585,0.543746665958945,149.333212374127,1.05910079697962
"438",2015,"15E","231",2015-05-15,636.12,2015-10-03,920.7,141,284.58,2.01829787234043,1.7490598183369,2.83655315025479,"0",2.29280648429585,0.543746665958945,129.084641204754,0.915493909253572
"439",2015,"15E","300",2015-05-15,686.34,2015-10-03,1000.68,141,314.34,2.22936170212766,1.7490598183369,2.83655315025479,"0",2.29280648429585,0.543746665958945,142.583688651002,1.01123183440427
"440",2015,"15E","306",2015-05-15,571.02,2015-10-03,931.86,141,360.84,2.55914893617021,1.7490598183369,2.83655315025479,"0",2.29280648429585,0.543746665958945,163.675950285766,1.16082234245224
"441",2015,"15E","328",2015-05-15,656.58,2015-10-03,972.78,141,316.2,2.24255319148936,1.7490598183369,2.83655315025479,"0",2.29280648429585,0.543746665958945,143.427379116393,1.01721545472619
"442",2015,"15E","535",2015-05-15,615.66,2015-10-03,931.86,141,316.2,2.24255319148936,1.7490598183369,2.83655315025479,"0",2.29280648429585,0.543746665958945,143.427379116393,1.01721545472619
"443",2015,"15E","597",2015-05-15,595.2,2015-10-03,941.16,141,345.96,2.4536170212766,1.7490598183369,2.83655315025479,"0",2.29280648429585,0.543746665958945,156.926426562642,1.11295337987689
"444",2015,"15E","632",2015-05-15,610.08,2015-10-03,961.62,141,351.54,2.4931914893617,1.7490598183369,2.83655315025479,"0",2.29280648429585,0.543746665958945,159.457497958813,1.13090424084265
"445",2015,"15E","795",2015-05-15,571.02,2015-10-03,943.02,141,372,2.63829787234043,1.7490598183369,2.83655315025479,"0",2.29280648429585,0.543746665958945,168.738093078109,1.19672406438375
"446",2015,"15E","804",2015-05-15,600.78,2015-10-03,903.96,141,303.18,2.15021276595745,1.7490598183369,2.83655315025479,"0",2.29280648429585,0.543746665958945,137.521545858659,0.97533011247276
"447",2015,"15E","813",2015-05-15,550.56,2015-10-03,928.14,141,377.58,2.67787234042553,1.7490598183369,2.83655315025479,"0",2.29280648429585,0.543746665958945,171.269164474281,1.21467492534951
"448",2015,"15E","961",2015-05-15,544.98,2015-10-03,809.1,141,264.12,1.8731914893617,1.7490598183369,2.83655315025479,"0",2.29280648429585,0.543746665958945,119.804046085458,0.849674085712466
"449",2015,"17N","1006",2015-05-15,621.24,2015-10-03,1037.88,141,416.64,2.95489361702128,1.58885182540401,2.78900201363392,"sd.flag",2.18892691951896,0.600075094114958,188.986664247483,1.34033095210981
"450",2015,"17N","1014",2015-05-15,569.16,2015-10-03,844.44,141,275.28,1.95234042553191,1.58885182540401,2.78900201363392,"0",2.18892691951896,0.600075094114958,124.866188877801,0.885575807643978
"451",2015,"17N","268",2015-05-15,606.36,2015-10-03,943.02,141,336.66,2.38765957446809,1.58885182540401,2.78900201363392,"0",2.18892691951896,0.600075094114958,152.707974235689,1.0830352782673
"452",2015,"17N","294",2015-05-15,639.84,2015-10-03,918.84,141,279,1.97872340425532,1.58885182540401,2.78900201363392,"0",2.18892691951896,0.600075094114958,126.553569808582,0.897543048287816
"453",2015,"17N","410",2015-05-15,637.98,2015-10-03,915.12,141,277.14,1.96553191489362,1.58885182540401,2.78900201363392,"0",2.18892691951896,0.600075094114958,125.709879343192,0.891559427965897
"454",2015,"17N","417",2015-05-15,567.3,2015-10-03,840.72,141,273.42,1.93914893617021,1.58885182540401,2.78900201363392,"0",2.18892691951896,0.600075094114958,124.02249841241,0.87959218732206
"455",2015,"17N","420",2015-05-15,526.38,2015-10-03,797.94,141,271.56,1.92595744680851,1.58885182540401,2.78900201363392,"0",2.18892691951896,0.600075094114958,123.17880794702,0.873608567000141
"456",2015,"17N","451",2015-05-15,544.98,2015-10-03,848.16,141,303.18,2.15021276595745,1.58885182540401,2.78900201363392,"0",2.18892691951896,0.600075094114958,137.521545858659,0.97533011247276
"457",2015,"17N","53",2015-05-15,662.16,2015-10-03,996.96,141,334.8,2.37446808510638,1.58885182540401,2.78900201363392,"0",2.18892691951896,0.600075094114958,151.864283770298,1.07705165794538
"458",2015,"17N","555",2015-05-15,597.06,2015-10-03,933.72,141,336.66,2.38765957446808,1.58885182540401,2.78900201363392,"0",2.18892691951896,0.600075094114958,152.707974235689,1.0830352782673
"459",2015,"17N","56",2015-05-15,690.06,2015-10-03,982.08,141,292.02,2.07106382978723,1.58885182540401,2.78900201363392,"0",2.18892691951896,0.600075094114958,132.459403066316,0.939428390541247
"460",2015,"17N","566",2015-05-15,708.66,2015-10-03,1023,141,314.34,2.22936170212766,1.58885182540401,2.78900201363392,"0",2.18892691951896,0.600075094114958,142.583688651002,1.01123183440427
"461",2015,"17N","590",2015-05-15,611.94,2015-10-03,822.12,141,210.18,1.49063829787234,1.58885182540401,2.78900201363392,"sd.flag",2.18892691951896,0.600075094114958,95.3370225891318,0.676149096376821
"462",2015,"17N","646",2015-05-15,628.68,2015-10-03,926.28,141,297.6,2.11063829787234,1.58885182540401,2.78900201363392,"0",2.18892691951896,0.600075094114958,134.990474462488,0.957379251507004
"463",2015,"17N","666",2015-05-15,651,2015-10-03,995.1,141,344.1,2.44042553191489,1.58885182540401,2.78900201363392,"0",2.18892691951896,0.600075094114958,156.082736097251,1.10696975955497
"464",2015,"17N","71",2015-05-15,719.82,2015-10-03,1019.28,141,299.46,2.12382978723404,1.58885182540401,2.78900201363392,"0",2.18892691951896,0.600075094114958,135.834164927878,0.963362871828923
"465",2015,"17N","739",2015-05-15,593.34,2015-10-03,954.18,141,360.84,2.55914893617021,1.58885182540401,2.78900201363392,"0",2.18892691951896,0.600075094114958,163.675950285766,1.16082234245224
"466",2015,"17N","747",2015-05-15,550.56,2015-10-03,896.52,141,345.96,2.4536170212766,1.58885182540401,2.78900201363392,"0",2.18892691951896,0.600075094114958,156.926426562642,1.11295337987689
"467",2015,"17N","75",2015-05-15,680.76,2015-10-03,982.08,141,301.32,2.13702127659575,1.58885182540401,2.78900201363392,"0",2.18892691951896,0.600075094114958,136.677855393269,0.969346492150841
"468",2015,"17N","83",2015-05-15,656.58,2015-10-03,939.3,141,282.72,2.00510638297872,1.58885182540401,2.78900201363392,"0",2.18892691951896,0.600075094114958,128.240950739363,0.909510288931654
"469",2015,"17N","910",2015-05-15,574.74,2015-10-03,844.44,141,269.7,1.91276595744681,1.58885182540401,2.78900201363392,"0",2.18892691951896,0.600075094114958,122.335117481629,0.867624946678222
"470",2015,"17N","936",2015-05-15,585.9,2015-10-03,912.33,141,326.43,2.31510638297872,1.58885182540401,2.78900201363392,"0",2.18892691951896,0.600075094114958,148.067676676041,1.05012536649674
"471",2015,"17N","95",2015-05-15,667.74,2015-10-03,1017.42,141,349.68,2.48,1.58885182540401,2.78900201363392,"0",2.18892691951896,0.600075094114958,158.613807493423,1.12492062052073
"472",2015,"19N","1001",2015-05-15,606.36,2015-10-03,980.22,141,373.86,2.65148936170213,1.75756911854311,2.9180223708186,"0",2.33779574468085,0.580226626137745,169.5817835435,1.20270768470567
"473",2015,"19N","1007",2015-05-15,617.52,2015-10-03,1024.86,141,407.34,2.88893617021277,1.75756911854311,2.9180223708186,"0",2.33779574468085,0.580226626137745,184.76821192053,1.31041285050021
"474",2015,"19N","1009",2015-05-15,649.14,2015-10-03,969.06,141,319.92,2.26893617021277,1.75756911854311,2.9180223708186,"0",2.33779574468085,0.580226626137745,145.114760047174,1.02918269537003
"475",2015,"19N","1013",2015-05-15,628.68,2015-10-03,1049.04,141,420.36,2.98127659574468,1.75756911854311,2.9180223708186,"sd.flag",2.33779574468085,0.580226626137745,190.674045178264,1.35229819275364
"476",2015,"19N","105",2015-05-15,664.02,2015-10-03,983.94,141,319.92,2.26893617021277,1.75756911854311,2.9180223708186,"0",2.33779574468085,0.580226626137745,145.114760047174,1.02918269537003
"477",2015,"19N","122",2015-05-15,693.78,2015-10-03,1002.54,141,308.76,2.18978723404255,1.75756911854311,2.9180223708186,"0",2.33779574468085,0.580226626137745,140.052617254831,0.993280973438516
"478",2015,"19N","148",2015-05-15,632.4,2015-10-03,937.44,141,305.04,2.16340425531915,1.75756911854311,2.9180223708186,"0",2.33779574468085,0.580226626137745,138.36523632405,0.981313732794679
"479",2015,"19N","26",2015-05-15,682.62,2015-10-03,1032.3,141,349.68,2.48,1.75756911854311,2.9180223708186,"0",2.33779574468085,0.580226626137745,158.613807493423,1.12492062052073
"480",2015,"19N","276",2015-05-15,703.08,2015-10-03,1032.3,141,329.22,2.33489361702128,1.75756911854311,2.9180223708186,"0",2.33779574468085,0.580226626137745,149.333212374127,1.05910079697962
"481",2015,"19N","284",2015-05-15,652.86,2015-10-03,980.22,141,327.36,2.32170212765957,1.75756911854311,2.9180223708186,"0",2.33779574468085,0.580226626137745,148.489521908736,1.0531171766577
"482",2015,"19N","452",2015-05-15,570.09,2015-10-03,833.28,141,263.19,1.86659574468085,1.75756911854311,2.9180223708186,"0",2.33779574468085,0.580226626137745,119.382200852762,0.846682275551507
"483",2015,"19N","567",2015-05-15,637.98,2015-10-03,956.04,141,318.06,2.25574468085106,1.75756911854311,2.9180223708186,"0",2.33779574468085,0.580226626137745,144.271069581784,1.02319907504811
"484",2015,"19N","573",2015-05-15,541.26,2015-10-03,931.86,141,390.6,2.77021276595745,1.75756911854311,2.9180223708186,"0",2.33779574468085,0.580226626137745,177.174997732015,1.25656026760294
"485",2015,"19N","587",2015-05-15,544.98,2015-10-03,879.78,141,334.8,2.37446808510638,1.75756911854311,2.9180223708186,"0",2.33779574468085,0.580226626137745,151.864283770298,1.07705165794538
"486",2015,"19N","658",2015-05-15,591.48,2015-10-03,907.68,141,316.2,2.24255319148936,1.75756911854311,2.9180223708186,"0",2.33779574468085,0.580226626137745,143.427379116393,1.01721545472619
"487",2015,"19N","662",2015-05-15,587.76,2015-10-03,907.68,141,319.92,2.26893617021277,1.75756911854311,2.9180223708186,"0",2.33779574468085,0.580226626137745,145.114760047174,1.02918269537003
"488",2015,"19N","664",2015-05-15,598.92,2015-10-03,885.36,141,286.44,2.03148936170213,1.75756911854311,2.9180223708186,"0",2.33779574468085,0.580226626137745,129.928331670144,0.921477529575491
"489",2015,"19N","68",2015-05-15,719.82,2015-10-03,991.38,141,271.56,1.92595744680851,1.75756911854311,2.9180223708186,"0",2.33779574468085,0.580226626137745,123.17880794702,0.873608567000141
"490",2015,"19N","725",2015-05-15,608.22,2015-10-03,980.22,141,372,2.63829787234043,1.75756911854311,2.9180223708186,"0",2.33779574468085,0.580226626137745,168.738093078109,1.19672406438375
"491",2015,"19N","740",2015-05-15,574.74,2015-10-03,903.96,141,329.22,2.33489361702128,1.75756911854311,2.9180223708186,"0",2.33779574468085,0.580226626137745,149.333212374127,1.05910079697962
"492",2015,"19N","760",2015-05-15,613.8,2015-10-03,909.54,141,295.74,2.09744680851064,1.75756911854311,2.9180223708186,"0",2.33779574468085,0.580226626137745,134.146783997097,0.951395631185085
"493",2015,"19N","762",2015-05-15,610.08,2015-10-03,983.94,141,373.86,2.65148936170213,1.75756911854311,2.9180223708186,"0",2.33779574468085,0.580226626137745,169.5817835435,1.20270768470567
"494",2015,"19N","79",2015-05-15,665.88,2015-10-03,996.96,141,331.08,2.34808510638298,1.75756911854311,2.9180223708186,"0",2.33779574468085,0.580226626137745,150.176902839517,1.06508441730154
"495",2015,"19N","949",2015-05-15,531.96,2015-10-03,829.56,141,297.6,2.11063829787234,1.75756911854311,2.9180223708186,"0",2.33779574468085,0.580226626137745,134.990474462488,0.957379251507004
"496",2015,"19N","964",2015-05-15,563.58,2015-10-03,842.58,141,279,1.97872340425532,1.75756911854311,2.9180223708186,"0",2.33779574468085,0.580226626137745,126.553569808582,0.897543048287816
"497",2015,"20SE","1045",2015-05-15,531.96,2015-10-03,915.12,141,383.16,2.71744680851064,1.81631555512334,2.91369369557046,"0",2.3650046253469,0.548689070223558,173.800235870453,1.23262578631527
"498",2015,"20SE","1059",2015-05-15,652.86,2015-10-03,1054.62,141,401.76,2.84936170212766,1.81631555512334,2.91369369557046,"0",2.3650046253469,0.548689070223558,182.237140524358,1.29246198953446
"499",2015,"20SE","107",2015-05-15,602.64,2015-10-03,896.52,141,293.88,2.08425531914894,1.81631555512334,2.91369369557046,"0",2.3650046253469,0.548689070223558,133.303093531706,0.945412010863166
"500",2015,"20SE","109",2015-05-15,706.8,2015-10-03,1000.68,141,293.88,2.08425531914894,1.81631555512334,2.91369369557046,"0",2.3650046253469,0.548689070223558,133.303093531706,0.945412010863166
"501",2015,"20SE","11",2015-05-15,578.46,2015-10-03,898.38,141,319.92,2.26893617021277,1.81631555512334,2.91369369557046,"0",2.3650046253469,0.548689070223558,145.114760047174,1.02918269537003
"502",2015,"20SE","129",2015-05-15,671.46,2015-10-03,996.96,141,325.5,2.30851063829787,1.81631555512334,2.91369369557046,"0",2.3650046253469,0.548689070223558,147.645831443346,1.04713355633579
"503",2015,"20SE","135",2015-05-15,680.76,2015-10-03,1015.56,141,334.8,2.37446808510638,1.81631555512334,2.91369369557046,"0",2.3650046253469,0.548689070223558,151.864283770298,1.07705165794538
"504",2015,"20SE","145",2015-05-15,647.28,2015-10-03,950.46,141,303.18,2.15021276595745,1.81631555512334,2.91369369557046,"0",2.3650046253469,0.548689070223558,137.521545858659,0.97533011247276
"505",2015,"20SE","19",2015-05-15,664.02,2015-10-03,1052.76,141,388.74,2.75702127659574,1.81631555512334,2.91369369557046,"0",2.3650046253469,0.548689070223558,176.331307266624,1.25057664728102
"506",2015,"20SE","34",2015-05-15,571.02,2015-10-03,876.99,141,305.97,2.17,1.81631555512334,2.91369369557046,"0",2.3650046253469,0.548689070223558,138.787081556745,0.984305542955638
