"","Y","Treatment","Pasture","CPNM","Sim.Type","observed","uncertainty","simulated"
"369",2016,"CARM","26W","CSAG","Spatial Variability",289.15,38.18,64.33
"370",2016,"CARM","26W","CSAG","No Variability",289.15,38.18,115.35
"371",2016,"CARM","26W","CSPG","No Variability",126.91,43.75,184.05
"372",2016,"CARM","26W","CSPG","Spatial Variability",126.91,43.75,134.59
"373",2016,"CARM","26W","FORB","No Variability",45.48,75.66,80.87
"374",2016,"CARM","26W","FORB","Spatial Variability",45.48,75.66,68.64
"375",2016,"CARM","26W","WSPG","No Variability",203.23,14.73,201.74
"376",2016,"CARM","26W","WSPG","Spatial Variability",203.23,14.73,142.13
"377",2016,"CARM","31W","CSAG","Spatial Variability",215.17,65.02,11.52
"378",2016,"CARM","31W","CSAG","No Variability",215.17,65.02,7.11
"379",2016,"CARM","31W","CSPG","No Variability",211.07,103.76,104.15
"380",2016,"CARM","31W","CSPG","Spatial Variability",211.07,103.76,239.89
"381",2016,"CARM","31W","FORB","No Variability",13.42,98.49,25.17
"382",2016,"CARM","31W","FORB","Spatial Variability",13.42,98.49,29.79
"383",2016,"CARM","31W","WSPG","No Variability",358.94,60.36,92.76
"384",2016,"CARM","31W","WSPG","Spatial Variability",358.94,60.36,152.05
"385",2016,"CARM","7SE","CSAG","Spatial Variability",260.06,70.39,13.59
"386",2016,"CARM","7SE","CSAG","No Variability",260.06,70.39,10.7
"387",2016,"CARM","7SE","CSPG","Spatial Variability",484,62.36,254.89
"388",2016,"CARM","7SE","CSPG","No Variability",484,62.36,249.67
"389",2016,"CARM","7SE","FORB","No Variability",10.65,72.06,24.39
"390",2016,"CARM","7SE","FORB","Spatial Variability",10.65,72.06,59.32
"391",2016,"CARM","7SE","WSPG","No Variability",247.24,48.58,144.33
"392",2016,"CARM","7SE","WSPG","Spatial Variability",247.24,48.58,156.7
"393",2016,"CARM","8E","CSAG","Spatial Variability",32.83,173.74,22.72
"394",2016,"CARM","8E","CSAG","No Variability",32.83,173.74,33.66
"395",2016,"CARM","8E","CSPG","No Variability",323.93,43.85,159.32
"396",2016,"CARM","8E","CSPG","Spatial Variability",323.93,43.85,143.85
"397",2016,"CARM","8E","FORB","No Variability",65.83,73.23,28.76
"398",2016,"CARM","8E","FORB","Spatial Variability",65.83,73.23,29.52
"399",2016,"CARM","8E","WSPG","Spatial Variability",373.38,44.33,133.18
"400",2016,"CARM","8E","WSPG","No Variability",373.38,44.33,116.35
"401",2016,"TRM","15E","CSAG","No Variability",339.47,24.66,50.87
"402",2016,"TRM","15E","CSAG","Spatial Variability",339.47,24.66,48.49
"403",2016,"TRM","15E","CSPG","Spatial Variability",64.45,105.24,138.63
"404",2016,"TRM","15E","CSPG","No Variability",64.45,105.24,54.92
"405",2016,"TRM","15E","FORB","Spatial Variability",58.02,65.29,56.59
"406",2016,"TRM","15E","FORB","No Variability",58.02,65.29,53
"407",2016,"TRM","15E","WSPG","No Variability",427.86,27,191.86
"408",2016,"TRM","15E","WSPG","Spatial Variability",427.86,27,171.56
"409",2016,"TRM","17N","CSAG","Spatial Variability",135.11,92.73,20.98
"410",2016,"TRM","17N","CSAG","No Variability",135.11,92.73,14.82
"411",2016,"TRM","17N","CSPG","No Variability",439.42,68.3,229.27
"412",2016,"TRM","17N","CSPG","Spatial Variability",439.42,68.3,331.72
"413",2016,"TRM","17N","FORB","Spatial Variability",103.98,111.9,31.2
"414",2016,"TRM","17N","FORB","No Variability",103.98,111.9,16.18
"415",2016,"TRM","17N","WSPG","Spatial Variability",411.97,104.32,148.02
"416",2016,"TRM","17N","WSPG","No Variability",411.97,104.32,144.73
"417",2016,"TRM","19N","CSAG","No Variability",75.95,156.17,8.53
"418",2016,"TRM","19N","CSAG","Spatial Variability",75.95,156.17,26.16
"419",2016,"TRM","19N","CSPG","Spatial Variability",821.15,42.36,353.39
"420",2016,"TRM","19N","CSPG","No Variability",821.15,42.36,594.62
"421",2016,"TRM","19N","FORB","Spatial Variability",11.87,178.77,35.76
"422",2016,"TRM","19N","FORB","No Variability",11.87,178.77,34.12
"423",2016,"TRM","19N","WSPG","Spatial Variability",124.62,48.23,52.92
"424",2016,"TRM","19N","WSPG","No Variability",124.62,48.23,146.4
"425",2016,"TRM","20SE","CSAG","Spatial Variability",58.89,140.32,6.29
"426",2016,"TRM","20SE","CSAG","No Variability",58.89,140.32,5.8
"427",2016,"TRM","20SE","CSPG","No Variability",875.15,44,841.71
"428",2016,"TRM","20SE","CSPG","Spatial Variability",875.15,44,472.06
"429",2016,"TRM","20SE","FORB","No Variability",70.82,181.4,11.43
"430",2016,"TRM","20SE","FORB","Spatial Variability",70.82,181.4,25.54
"431",2016,"TRM","20SE","WSPG","No Variability",401.36,80.42,158.57
"432",2016,"TRM","20SE","WSPG","Spatial Variability",401.36,80.42,128.36
"433",2016,"TRM","24W","CSAG","No Variability",367.69,30.36,25.74
"434",2016,"TRM","24W","CSAG","Spatial Variability",367.69,30.36,21.2
"435",2016,"TRM","24W","CSPG","Spatial Variability",122.64,68.51,120.38
"436",2016,"TRM","24W","CSPG","No Variability",122.64,68.51,105.91
"437",2016,"TRM","24W","FORB","No Variability",14.36,49.11,38.65
"438",2016,"TRM","24W","FORB","Spatial Variability",14.36,49.11,45.54
"439",2016,"TRM","24W","WSPG","Spatial Variability",375.26,35.52,157.47
"440",2016,"TRM","24W","WSPG","No Variability",375.26,35.52,251.13
"441",2016,"TRM","25SE","CSAG","Spatial Variability",222.98,56.68,31.36
"442",2016,"TRM","25SE","CSAG","No Variability",222.98,56.68,28.64
"443",2016,"TRM","25SE","CSPG","Spatial Variability",265.97,61.77,129.39
"444",2016,"TRM","25SE","CSPG","No Variability",265.97,61.77,59.14
"445",2016,"TRM","25SE","FORB","No Variability",76.32,156.17,24.88
"446",2016,"TRM","25SE","FORB","Spatial Variability",76.32,156.17,41.74
"447",2016,"TRM","25SE","WSPG","Spatial Variability",407.31,23.2,195.62
"448",2016,"TRM","25SE","WSPG","No Variability",407.31,23.2,255.65
"449",2016,"TRM","26E","CSAG","Spatial Variability",267.89,27.88,45.29
"450",2016,"TRM","26E","CSAG","No Variability",267.89,27.88,115.36
"451",2016,"TRM","26E","CSPG","No Variability",104.04,60.96,108.48
"452",2016,"TRM","26E","CSPG","Spatial Variability",104.04,60.96,102.65
"453",2016,"TRM","26E","FORB","No Variability",59.71,38.8,54.21
"454",2016,"TRM","26E","FORB","Spatial Variability",59.71,38.8,43.79
"455",2016,"TRM","26E","WSPG","No Variability",190.72,6.06,218.65
"456",2016,"TRM","26E","WSPG","Spatial Variability",190.72,6.06,120.67
"457",2016,"TRM","31E","CSAG","No Variability",155.2,71.61,14.53
"458",2016,"TRM","31E","CSAG","Spatial Variability",155.2,71.61,31.94
"459",2016,"TRM","31E","CSPG","Spatial Variability",114.36,63.6,154.02
"460",2016,"TRM","31E","CSPG","No Variability",114.36,63.6,81.86
"461",2016,"TRM","31E","FORB","No Variability",68.05,99.18,14.97
"462",2016,"TRM","31E","FORB","Spatial Variability",68.05,99.18,31.97
"463",2016,"TRM","31E","WSPG","Spatial Variability",400.22,29.17,127.42
"464",2016,"TRM","31E","WSPG","No Variability",400.22,29.17,52.48
"465",2016,"TRM","5E","CSAG","Spatial Variability",26.44,155.36,20.25
"466",2016,"TRM","5E","CSAG","No Variability",26.44,155.36,9.29
"467",2016,"TRM","5E","CSPG","Spatial Variability",577.28,18.47,316.45
"468",2016,"TRM","5E","CSPG","No Variability",577.28,18.47,288.27
"469",2016,"TRM","5E","FORB","No Variability",15.21,98.65,24.1
"470",2016,"TRM","5E","FORB","Spatial Variability",15.21,98.65,40.36
"471",2016,"TRM","5E","WSPG","No Variability",270.81,23.5,150.66
"472",2016,"TRM","5E","WSPG","Spatial Variability",270.81,23.5,125.68
"473",2016,"TRM","7NW","CSAG","Spatial Variability",174.38,119.15,9.78
"474",2016,"TRM","7NW","CSAG","No Variability",174.38,119.15,14.34
"475",2016,"TRM","7NW","CSPG","No Variability",560.53,50.76,194.41
"476",2016,"TRM","7NW","CSPG","Spatial Variability",560.53,50.76,186.3
"477",2016,"TRM","7NW","FORB","No Variability",108.14,79.52,23.24
"478",2016,"TRM","7NW","FORB","Spatial Variability",108.14,79.52,26.77
"479",2016,"TRM","7NW","WSPG","No Variability",285.8,38.25,147.83
"480",2016,"TRM","7NW","WSPG","Spatial Variability",285.8,38.25,138.8
"481",2017,"CARM","10S","CSAG","Spatial Variability",48.77,82.74,2.37
"482",2017,"CARM","10S","CSAG","No Variability",48.77,82.74,2.34
"483",2017,"CARM","10S","CSPG","Spatial Variability",110.13,28.4,150.25
"484",2017,"CARM","10S","CSPG","No Variability",110.13,28.4,200.05
"485",2017,"CARM","10S","FORB","No Variability",73.39,89.41,75.17
"486",2017,"CARM","10S","FORB","Spatial Variability",73.39,89.41,48.19
"487",2017,"CARM","10S","WSPG","Spatial Variability",286.96,16.51,129.28
"488",2017,"CARM","10S","WSPG","No Variability",286.96,16.51,141.93
"489",2017,"CARM","17S","CSAG","Spatial Variability",2.01,128.3,0.09
"490",2017,"CARM","17S","CSAG","No Variability",2.01,128.3,0.1
"491",2017,"CARM","17S","CSPG","No Variability",780.54,107.04,209.65
"492",2017,"CARM","17S","CSPG","Spatial Variability",780.54,107.04,235.93
"493",2017,"CARM","17S","FORB","Spatial Variability",112.22,87.12,86.45
"494",2017,"CARM","17S","FORB","No Variability",112.22,87.12,47.61
"495",2017,"CARM","17S","WSPG","Spatial Variability",578.47,48.09,134.12
"496",2017,"CARM","17S","WSPG","No Variability",578.47,48.09,161.22
"497",2017,"CARM","18S","CSAG","No Variability",0.48,113.07,9.86
"498",2017,"CARM","18S","CSAG","Spatial Variability",0.48,113.07,6.29
"499",2017,"CARM","18S","CSPG","Spatial Variability",863.94,26.73,294.18
"500",2017,"CARM","18S","CSPG","No Variability",863.94,26.73,181.93
"501",2017,"CARM","18S","FORB","Spatial Variability",192.13,34.65,84.49
"502",2017,"CARM","18S","FORB","No Variability",192.13,34.65,60.43
"503",2017,"CARM","18S","WSPG","No Variability",182.18,14.83,162.47
"504",2017,"CARM","18S","WSPG","Spatial Variability",182.18,14.83,135.61
"505",2017,"CARM","20NW","CSAG","Spatial Variability",0.47,146.07,0.13
"506",2017,"CARM","20NW","CSAG","No Variability",0.47,146.07,0.19
"507",2017,"CARM","20NW","CSPG","Spatial Variability",636.13,27.91,464.77
"508",2017,"CARM","20NW","CSPG","No Variability",636.13,27.91,944.25
"509",2017,"CARM","20NW","FORB","No Variability",120.76,103.65,96.38
"510",2017,"CARM","20NW","FORB","Spatial Variability",120.76,103.65,166.75
"511",2017,"CARM","20NW","WSPG","No Variability",405.13,62.99,231.76
"512",2017,"CARM","20NW","WSPG","Spatial Variability",405.13,62.99,172.05
"513",2017,"CARM","21N","CSAG","Spatial Variability",6.8,189.5,0.14
"514",2017,"CARM","21N","CSAG","No Variability",6.8,189.5,0.22
"515",2017,"CARM","21N","CSPG","No Variability",250.73,54.98,375.61
"516",2017,"CARM","21N","CSPG","Spatial Variability",250.73,54.98,149.67
"517",2017,"CARM","21N","FORB","No Variability",100.64,111.52,138.94
"518",2017,"CARM","21N","FORB","Spatial Variability",100.64,111.52,95.78
"519",2017,"CARM","21N","WSPG","No Variability",457.2,31.01,362.35
"520",2017,"CARM","21N","WSPG","Spatial Variability",457.2,31.01,254.06
"521",2017,"CARM","25NW","CSAG","No Variability",3.48,60.66,0.47
"522",2017,"CARM","25NW","CSAG","Spatial Variability",3.48,60.66,0.12
"523",2017,"CARM","25NW","CSPG","No Variability",246.83,95.91,279.01
"524",2017,"CARM","25NW","CSPG","Spatial Variability",246.83,95.91,142.59
"525",2017,"CARM","25NW","FORB","No Variability",102.93,16.03,70.19
"526",2017,"CARM","25NW","FORB","Spatial Variability",102.93,16.03,39.54
"527",2017,"CARM","25NW","WSPG","No Variability",540.82,48.62,315.69
"528",2017,"CARM","25NW","WSPG","Spatial Variability",540.82,48.62,138.44
"529",2017,"CARM","26W","CSAG","Spatial Variability",40.23,155.93,5.03
"530",2017,"CARM","26W","CSAG","No Variability",40.23,155.93,10.89
"531",2017,"CARM","26W","CSPG","No Variability",198.32,27.57,205.67
"532",2017,"CARM","26W","CSPG","Spatial Variability",198.32,27.57,139.29
"533",2017,"CARM","26W","FORB","No Variability",141.04,56.37,292.36
"534",2017,"CARM","26W","FORB","Spatial Variability",141.04,56.37,150.83
"535",2017,"CARM","26W","WSPG","No Variability",547.44,25.4,318.13
"536",2017,"CARM","26W","WSPG","Spatial Variability",547.44,25.4,195.56
"537",2017,"CARM","31W","CSAG","Spatial Variability",44.88,165.99,0.15
"538",2017,"CARM","31W","CSAG","No Variability",44.88,165.99,0.09
"539",2017,"CARM","31W","CSPG","No Variability",399.74,109.05,124.26
"540",2017,"CARM","31W","CSPG","Spatial Variability",399.74,109.05,207.48
"541",2017,"CARM","31W","FORB","No Variability",111.3,90.28,51.7
"542",2017,"CARM","31W","FORB","Spatial Variability",111.3,90.28,82
"543",2017,"CARM","31W","WSPG","Spatial Variability",387.77,65.23,236.87
"544",2017,"CARM","31W","WSPG","No Variability",387.77,65.23,136.99
"545",2017,"CARM","7SE","CSAG","Spatial Variability",3.1,77.23,0.15
"546",2017,"CARM","7SE","CSAG","No Variability",3.1,77.23,0.11
"547",2017,"CARM","7SE","CSPG","Spatial Variability",470.36,58.84,261.63
"548",2017,"CARM","7SE","CSPG","No Variability",470.36,58.84,192.79
"549",2017,"CARM","7SE","FORB","Spatial Variability",68.98,133.28,105.25
"550",2017,"CARM","7SE","FORB","No Variability",68.98,133.28,42.37
"551",2017,"CARM","7SE","WSPG","No Variability",641.96,29.92,120.67
"552",2017,"CARM","7SE","WSPG","Spatial Variability",641.96,29.92,130.16
"553",2017,"CARM","8E","CSAG","Spatial Variability",0.1,200,0.17
"554",2017,"CARM","8E","CSAG","No Variability",0.1,200,0.13
"555",2017,"CARM","8E","CSPG","Spatial Variability",373.88,36.09,140.3
"556",2017,"CARM","8E","CSPG","No Variability",373.88,36.09,124.06
"557",2017,"CARM","8E","FORB","No Variability",140.67,130.91,47.54
"558",2017,"CARM","8E","FORB","Spatial Variability",140.67,130.91,50.62
"559",2017,"CARM","8E","WSPG","No Variability",555.45,26.01,243.63
"560",2017,"CARM","8E","WSPG","Spatial Variability",555.45,26.01,258.63
"561",2017,"TRM","15E","CSAG","No Variability",30.1,137.22,0.21
"562",2017,"TRM","15E","CSAG","Spatial Variability",30.1,137.22,0.18
"563",2017,"TRM","15E","CSPG","Spatial Variability",105.45,104.39,149.25
"564",2017,"TRM","15E","CSPG","No Variability",105.45,104.39,59.88
"565",2017,"TRM","15E","FORB","Spatial Variability",88.36,58.57,109.42
"566",2017,"TRM","15E","FORB","No Variability",88.36,58.57,80.34
"567",2017,"TRM","15E","WSPG","No Variability",359.55,13.27,228.51
"568",2017,"TRM","15E","WSPG","Spatial Variability",359.55,13.27,214.4
"569",2017,"TRM","17N","CSAG","Spatial Variability",2.93,170.04,0.17
"570",2017,"TRM","17N","CSAG","No Variability",2.93,170.04,0.12
"571",2017,"TRM","17N","CSPG","No Variability",697.91,69.1,242.05
"572",2017,"TRM","17N","CSPG","Spatial Variability",697.91,69.1,270.45
"573",2017,"TRM","17N","FORB","Spatial Variability",165.16,79.76,52.4
"574",2017,"TRM","17N","FORB","No Variability",165.16,79.76,37.98
"575",2017,"TRM","17N","WSPG","Spatial Variability",637.69,59.54,236.49
"576",2017,"TRM","17N","WSPG","No Variability",637.69,59.54,258.31
"577",2017,"TRM","19N","CSAG","No Variability",4.93,191.54,0.17
"578",2017,"TRM","19N","CSAG","Spatial Variability",4.93,191.54,0.14
"579",2017,"TRM","19N","CSPG","No Variability",628.04,25.38,517.92
"580",2017,"TRM","19N","CSPG","Spatial Variability",628.04,25.38,367.83
"581",2017,"TRM","19N","FORB","No Variability",167.2,90.32,44.19
"582",2017,"TRM","19N","FORB","Spatial Variability",167.2,90.32,64.54
"583",2017,"TRM","19N","WSPG","Spatial Variability",170.09,57.26,172.53
"584",2017,"TRM","19N","WSPG","No Variability",170.09,57.26,235.07
"585",2017,"TRM","20SE","CSAG","Spatial Variability",1.57,228.51,0.18
"586",2017,"TRM","20SE","CSAG","No Variability",1.57,228.51,0.21
"587",2017,"TRM","20SE","CSPG","No Variability",681.2,47.94,951.91
"588",2017,"TRM","20SE","CSPG","Spatial Variability",681.2,47.94,492.53
"589",2017,"TRM","20SE","FORB","Spatial Variability",161.62,62.5,44.6
"590",2017,"TRM","20SE","FORB","No Variability",161.62,62.5,18.6
"591",2017,"TRM","20SE","WSPG","No Variability",505.52,103.19,231.1
"592",2017,"TRM","20SE","WSPG","Spatial Variability",505.52,103.19,164.52
"593",2017,"TRM","24W","CSAG","Spatial Variability",22.73,172.17,0.17
"594",2017,"TRM","24W","CSAG","No Variability",22.73,172.17,0.23
"595",2017,"TRM","24W","CSPG","Spatial Variability",170.41,88.64,100.78
"596",2017,"TRM","24W","CSPG","No Variability",170.41,88.64,119.73
"597",2017,"TRM","24W","FORB","No Variability",45.2,24.84,63.79
"598",2017,"TRM","24W","FORB","Spatial Variability",45.2,24.84,80.58
"599",2017,"TRM","24W","WSPG","No Variability",541.7,17.09,338.38
"600",2017,"TRM","24W","WSPG","Spatial Variability",541.7,17.09,210.23
"601",2017,"TRM","25SE","CSAG","Spatial Variability",2.16,113.79,0.21
"602",2017,"TRM","25SE","CSAG","No Variability",2.16,113.79,0.46
"603",2017,"TRM","25SE","CSPG","Spatial Variability",104.85,108.31,111.63
"604",2017,"TRM","25SE","CSPG","No Variability",104.85,108.31,70.2
"605",2017,"TRM","25SE","FORB","Spatial Variability",47.9,52.37,65.49
"606",2017,"TRM","25SE","FORB","No Variability",47.9,52.37,34.86
"607",2017,"TRM","25SE","WSPG","No Variability",539.27,7,344.06
"608",2017,"TRM","25SE","WSPG","Spatial Variability",539.27,7,291.84
"609",2017,"TRM","26E","CSAG","Spatial Variability",5.96,77.84,0.12
"610",2017,"TRM","26E","CSAG","No Variability",5.96,77.84,0.45
"611",2017,"TRM","26E","CSPG","Spatial Variability",122.81,19.09,100.35
"612",2017,"TRM","26E","CSPG","No Variability",122.81,19.09,127.61
"613",2017,"TRM","26E","FORB","No Variability",160.11,75.65,102.38
"614",2017,"TRM","26E","FORB","Spatial Variability",160.11,75.65,109.52
"615",2017,"TRM","26E","WSPG","No Variability",800.67,18.03,270.4
"616",2017,"TRM","26E","WSPG","Spatial Variability",800.67,18.03,175.35
"617",2017,"TRM","31E","CSAG","Spatial Variability",4.07,81.71,0.13
"618",2017,"TRM","31E","CSAG","No Variability",4.07,81.71,0.1
"619",2017,"TRM","31E","CSPG","No Variability",65.86,141.29,42.72
"620",2017,"TRM","31E","CSPG","Spatial Variability",65.86,141.29,113.86
"621",2017,"TRM","31E","FORB","No Variability",178.48,99.63,22.18
"622",2017,"TRM","31E","FORB","Spatial Variability",178.48,99.63,49.18
"623",2017,"TRM","31E","WSPG","No Variability",594.94,13.61,11.13
"624",2017,"TRM","31E","WSPG","Spatial Variability",594.94,13.61,133.75
"625",2017,"TRM","5E","CSAG","Spatial Variability",6.93,177.03,0.17
"626",2017,"TRM","5E","CSAG","No Variability",6.93,177.03,0.14
"627",2017,"TRM","5E","CSPG","Spatial Variability",539.38,40.86,240.86
"628",2017,"TRM","5E","CSPG","No Variability",539.38,40.86,216.89
"629",2017,"TRM","5E","FORB","Spatial Variability",167.11,72.19,45.59
"630",2017,"TRM","5E","FORB","No Variability",167.11,72.19,35.03
"631",2017,"TRM","5E","WSPG","No Variability",388.61,42.3,134.28
"632",2017,"TRM","5E","WSPG","Spatial Variability",388.61,42.3,165.31
"633",2017,"TRM","7NW","CSAG","No Variability",0.42,132.67,0.12
"634",2017,"TRM","7NW","CSAG","Spatial Variability",0.42,132.67,0.12
"635",2017,"TRM","7NW","CSPG","No Variability",381.2,49.22,143.87
"636",2017,"TRM","7NW","CSPG","Spatial Variability",381.2,49.22,142.64
"637",2017,"TRM","7NW","FORB","No Variability",75.46,110,30.09
"638",2017,"TRM","7NW","FORB","Spatial Variability",75.46,110,48.13
"639",2017,"TRM","7NW","WSPG","Spatial Variability",502.83,32.65,185.68
"640",2017,"TRM","7NW","WSPG","No Variability",502.83,32.65,191.87
"641",2018,"CARM","10S","CSAG","No Variability",173.4,78.74,0.16
"642",2018,"CARM","10S","CSAG","Spatial Variability",173.4,78.74,3.17
"643",2018,"CARM","10S","CSPG","Spatial Variability",250.2,70.9,90.92
"644",2018,"CARM","10S","CSPG","No Variability",250.2,70.9,168.35
"645",2018,"CARM","10S","FORB","Spatial Variability",32.96,74.11,39.21
"646",2018,"CARM","10S","FORB","No Variability",32.96,74.11,66.59
"647",2018,"CARM","10S","WSPG","No Variability",186.62,21.67,214.05
"648",2018,"CARM","10S","WSPG","Spatial Variability",186.62,21.67,148.01
"649",2018,"CARM","17S","CSAG","Spatial Variability",99.97,127.33,7.13
"650",2018,"CARM","17S","CSAG","No Variability",99.97,127.33,5.6
"651",2018,"CARM","17S","CSPG","Spatial Variability",551.31,84.73,270.83
"652",2018,"CARM","17S","CSPG","No Variability",551.31,84.73,232.4
"653",2018,"CARM","17S","FORB","No Variability",74.86,103.15,50.09
"654",2018,"CARM","17S","FORB","Spatial Variability",74.86,103.15,66.47
"655",2018,"CARM","17S","WSPG","No Variability",463.25,62.31,160.03
"656",2018,"CARM","17S","WSPG","Spatial Variability",463.25,62.31,137.17
"657",2018,"CARM","18S","CSAG","No Variability",28.12,57.28,10.6
"658",2018,"CARM","18S","CSAG","Spatial Variability",28.12,57.28,9.4
"659",2018,"CARM","18S","CSPG","Spatial Variability",760.27,22.16,384.56
"660",2018,"CARM","18S","CSPG","No Variability",760.27,22.16,296.92
"661",2018,"CARM","18S","FORB","Spatial Variability",54.86,85.29,46.96
"662",2018,"CARM","18S","FORB","No Variability",54.86,85.29,47.41
"663",2018,"CARM","18S","WSPG","No Variability",77.57,45.16,118.57
"664",2018,"CARM","18S","WSPG","Spatial Variability",77.57,45.16,92.57
"665",2018,"CARM","20NW","CSAG","No Variability",39.02,113,19.4
"666",2018,"CARM","20NW","CSAG","Spatial Variability",39.02,113,13.95
"667",2018,"CARM","20NW","CSPG","No Variability",553.38,57.79,772.14
"668",2018,"CARM","20NW","CSPG","Spatial Variability",553.38,57.79,307.43
"669",2018,"CARM","20NW","FORB","No Variability",41.31,112.45,114.96
"670",2018,"CARM","20NW","FORB","Spatial Variability",41.31,112.45,106.55
"671",2018,"CARM","20NW","WSPG","Spatial Variability",488.24,70.3,162.93
"672",2018,"CARM","20NW","WSPG","No Variability",488.24,70.3,246.39
"673",2018,"CARM","21N","CSAG","Spatial Variability",152.58,90.62,20.02
"674",2018,"CARM","21N","CSAG","No Variability",152.58,90.62,27.94
"675",2018,"CARM","21N","CSPG","No Variability",279.8,57.8,391.81
"676",2018,"CARM","21N","CSPG","Spatial Variability",279.8,57.8,234.87
"677",2018,"CARM","21N","FORB","No Variability",87.36,127.1,172.62
"678",2018,"CARM","21N","FORB","Spatial Variability",87.36,127.1,101.16
"679",2018,"CARM","21N","WSPG","No Variability",157.72,16.25,394.83
"680",2018,"CARM","21N","WSPG","Spatial Variability",157.72,16.25,238.35
"681",2018,"CARM","25NW","CSAG","No Variability",162,11.86,21.77
"682",2018,"CARM","25NW","CSAG","Spatial Variability",162,11.86,5.61
"683",2018,"CARM","25NW","CSPG","Spatial Variability",179.08,44.41,87.82
"684",2018,"CARM","25NW","CSPG","No Variability",179.08,44.41,289.72
"685",2018,"CARM","25NW","FORB","Spatial Variability",19.37,64.5,33.14
"686",2018,"CARM","25NW","FORB","No Variability",19.37,64.5,66.58
"687",2018,"CARM","25NW","WSPG","No Variability",220.29,8.29,370.5
"688",2018,"CARM","25NW","WSPG","Spatial Variability",220.29,8.29,98.45
"689",2018,"CARM","26W","CSAG","Spatial Variability",166.17,17.75,24.7
"690",2018,"CARM","26W","CSAG","No Variability",166.17,17.75,57.8
"691",2018,"CARM","26W","CSPG","No Variability",162.13,12.88,211.88
"692",2018,"CARM","26W","CSPG","Spatial Variability",162.13,12.88,121.25
"693",2018,"CARM","26W","FORB","No Variability",145.62,55.21,134.46
"694",2018,"CARM","26W","FORB","Spatial Variability",145.62,55.21,79.77
"695",2018,"CARM","26W","WSPG","No Variability",246.19,17.29,318.48
"696",2018,"CARM","26W","WSPG","Spatial Variability",246.19,17.29,165.76
"697",2018,"CARM","31W","CSAG","No Variability",102.76,84.24,13.11
"698",2018,"CARM","31W","CSAG","Spatial Variability",102.76,84.24,15.84
"699",2018,"CARM","31W","CSPG","No Variability",249.89,126.88,95.26
"700",2018,"CARM","31W","CSPG","Spatial Variability",249.89,126.88,185.56
"701",2018,"CARM","31W","FORB","Spatial Variability",13.75,63.49,61.98
"702",2018,"CARM","31W","FORB","No Variability",13.75,63.49,37.4
"703",2018,"CARM","31W","WSPG","No Variability",161.06,65.74,113.92
"704",2018,"CARM","31W","WSPG","Spatial Variability",161.06,65.74,150.95
"705",2018,"CARM","7SE","CSAG","Spatial Variability",75.55,76.09,15.53
"706",2018,"CARM","7SE","CSAG","No Variability",75.55,76.09,11.69
"707",2018,"CARM","7SE","CSPG","No Variability",421.36,62.32,208.73
"708",2018,"CARM","7SE","CSPG","Spatial Variability",421.36,62.32,228.23
"709",2018,"CARM","7SE","FORB","Spatial Variability",25.59,84.63,102.09
"710",2018,"CARM","7SE","FORB","No Variability",25.59,84.63,43.53
"711",2018,"CARM","7SE","WSPG","No Variability",235.28,23.65,183.41
"712",2018,"CARM","7SE","WSPG","Spatial Variability",235.28,23.65,202.33
"713",2018,"CARM","8E","CSAG","Spatial Variability",12.52,27.38,0.23
"714",2018,"CARM","8E","CSAG","No Variability",12.52,27.38,0.13
"715",2018,"CARM","8E","CSPG","No Variability",160.5,70.78,141.32
"716",2018,"CARM","8E","CSPG","Spatial Variability",160.5,70.78,177.18
"717",2018,"CARM","8E","FORB","Spatial Variability",74.88,92.74,57.96
"718",2018,"CARM","8E","FORB","No Variability",74.88,92.74,46.22
"719",2018,"CARM","8E","WSPG","No Variability",280.1,20.05,252.94
"720",2018,"CARM","8E","WSPG","Spatial Variability",280.1,20.05,252.36
"721",2018,"TRM","15E","CSAG","Spatial Variability",328.2,45.08,41.79
"722",2018,"TRM","15E","CSAG","No Variability",328.2,45.08,48
"723",2018,"TRM","15E","CSPG","No Variability",47.09,69.7,52.54
"724",2018,"TRM","15E","CSPG","Spatial Variability",47.09,69.7,138.18
"725",2018,"TRM","15E","FORB","Spatial Variability",26.71,22.1,84.81
"726",2018,"TRM","15E","FORB","No Variability",26.71,22.1,71.5
"727",2018,"TRM","15E","WSPG","No Variability",247.07,26.86,245.31
"728",2018,"TRM","15E","WSPG","Spatial Variability",247.07,26.86,234.65
"729",2018,"TRM","17N","CSAG","Spatial Variability",113.54,150.35,8.48
"730",2018,"TRM","17N","CSAG","No Variability",113.54,150.35,12.98
"731",2018,"TRM","17N","CSPG","Spatial Variability",451.03,63.19,285.02
"732",2018,"TRM","17N","CSPG","No Variability",451.03,63.19,231.05
"733",2018,"TRM","17N","FORB","No Variability",98.74,71.58,29.29
"734",2018,"TRM","17N","FORB","Spatial Variability",98.74,71.58,45.67
"735",2018,"TRM","17N","WSPG","No Variability",723.45,77.48,153.97
"736",2018,"TRM","17N","WSPG","Spatial Variability",723.45,77.48,155.94
"737",2018,"TRM","19N","CSAG","No Variability",41.44,70.15,6.92
"738",2018,"TRM","19N","CSAG","Spatial Variability",41.44,70.15,11.35
"739",2018,"TRM","19N","CSPG","Spatial Variability",989.21,26.74,358.2
"740",2018,"TRM","19N","CSPG","No Variability",989.21,26.74,519.38
